Time,community,infected,affected,hospitalised,critical,dead,hd_area_affected
0.25,0,0,1,0,0,0,0
0.25,1,0,1,0,0,0,0
0.25,2,0,0,0,0,0,0
0.25,3,0,3,0,0,0,0
0.25,4,0,1,0,0,0,0
0.25,5,0,1,0,0,0,0
0.25,6,0,3,0,0,0,0
0.25,7,1,1,0,0,0,0
0.25,8,0,1,0,0,0,0
0.25,9,0,0,0,0,0,0
0.25,10,0,1,0,0,0,0
0.25,11,1,3,0,0,0,0
0.25,12,0,1,0,0,0,0
0.25,13,0,1,0,0,0,0
0.25,14,1,3,0,0,0,0
0.25,15,1,2,0,0,0,0
0.25,16,0,1,0,0,0,0
0.25,17,0,3,0,0,0,0
0.25,18,0,0,0,0,0,0
0.25,19,0,0,0,0,0,0
0.25,20,0,0,0,0,0,0
0.25,21,0,1,0,0,0,0
0.25,22,0,1,0,0,0,0
0.25,23,0,0,0,0,0,0
0.25,24,0,0,0,0,0,0
0.25,25,0,0,0,0,0,0
0.25,26,0,1,0,0,0,0
0.25,27,0,0,0,0,0,0
0.25,28,0,0,0,0,0,0
0.25,29,0,4,0,0,0,0
0.25,30,0,1,0,0,0,0
0.25,31,0,2,0,0,0,0
0.25,32,0,1,0,0,0,0
0.25,33,1,2,0,0,0,0
0.25,34,0,3,0,0,0,0
0.25,35,0,3,0,0,0,0
0.25,36,1,5,0,0,0,0
0.25,37,0,0,0,0,0,0
0.25,38,0,1,0,0,0,0
0.25,39,0,1,0,0,0,0
0.25,40,0,0,0,0,0,0
0.25,41,0,6,0,0,0,0
0.25,42,0,1,0,0,0,0
0.25,43,0,2,0,0,0,0
0.25,44,0,2,0,0,0,0
0.25,45,0,0,0,0,0,0
0.25,46,0,1,0,0,0,0
0.25,47,0,0,0,0,0,0
0.25,48,0,1,0,0,0,0
0.25,49,0,3,0,0,0,0
0.25,50,0,0,0,0,0,0
0.25,51,0,0,0,0,0,0
0.25,52,0,1,0,0,0,0
0.25,53,0,0,0,0,0,0
0.25,54,0,2,0,0,0,0
0.25,55,0,2,0,0,0,0
0.25,56,0,1,0,0,0,0
0.25,57,0,1,0,0,0,0
0.25,58,1,1,0,0,0,0
0.25,59,0,3,0,0,0,0
0.25,60,0,2,0,0,0,0
0.25,61,0,0,0,0,0,0
0.25,62,0,2,0,0,0,0
0.25,63,0,3,0,0,0,0
0.25,64,0,1,0,0,0,0
0.25,65,0,2,0,0,0,0
0.25,66,0,0,0,0,0,0
0.25,67,0,2,0,0,0,0
0.25,68,0,0,0,0,0,0
0.25,69,0,0,0,0,0,0
0.25,70,0,1,0,0,0,0
0.25,71,2,5,0,0,0,0
0.25,72,0,2,0,0,0,0
0.5,0,0,1,0,0,0,0
0.5,1,0,1,0,0,0,0
0.5,2,0,0,0,0,0,0
0.5,3,0,3,0,0,0,0
0.5,4,1,1,0,0,0,0
0.5,5,0,1,0,0,0,0
0.5,6,0,3,0,0,0,0
0.5,7,1,1,0,0,0,0
0.5,8,0,1,0,0,0,0
0.5,9,0,0,0,0,0,0
0.5,10,0,1,0,0,0,0
0.5,11,1,3,0,0,0,0
0.5,12,0,1,0,0,0,0
0.5,13,0,1,0,0,0,0
0.5,14,1,3,0,0,0,0
0.5,15,1,2,0,0,0,0
0.5,16,0,1,0,0,0,0
0.5,17,0,3,0,0,0,0
0.5,18,0,0,0,0,0,0
0.5,19,0,0,0,0,0,0
0.5,20,0,0,0,0,0,0
0.5,21,0,1,0,0,0,0
0.5,22,0,1,0,0,0,0
0.5,23,0,0,0,0,0,0
0.5,24,0,0,0,0,0,0
0.5,25,0,0,0,0,0,0
0.5,26,0,1,0,0,0,0
0.5,27,0,0,0,0,0,0
0.5,28,0,0,0,0,0,0
0.5,29,1,4,0,0,0,0
0.5,30,0,1,0,0,0,0
0.5,31,0,2,0,0,0,0
0.5,32,0,1,0,0,0,0
0.5,33,1,2,0,0,0,0
0.5,34,0,3,0,0,0,0
0.5,35,0,3,0,0,0,0
0.5,36,1,5,0,0,0,0
0.5,37,0,0,0,0,0,0
0.5,38,0,1,0,0,0,0
0.5,39,0,1,0,0,0,0
0.5,40,0,0,0,0,0,0
0.5,41,1,6,0,0,0,0
0.5,42,0,1,0,0,0,0
0.5,43,0,2,0,0,0,0
0.5,44,0,2,0,0,0,0
0.5,45,0,0,0,0,0,0
0.5,46,0,1,0,0,0,0
0.5,47,0,0,0,0,0,0
0.5,48,0,1,0,0,0,0
0.5,49,1,3,0,0,0,0
0.5,50,0,0,0,0,0,0
0.5,51,0,0,0,0,0,0
0.5,52,0,1,0,0,0,0
0.5,53,0,0,0,0,0,0
0.5,54,0,2,0,0,0,0
0.5,55,0,2,0,0,0,0
0.5,56,0,1,0,0,0,0
0.5,57,0,1,0,0,0,0
0.5,58,0,1,0,0,0,0
0.5,59,0,3,0,0,0,0
0.5,60,1,2,0,0,0,0
0.5,61,0,0,0,0,0,0
0.5,62,0,2,0,0,0,0
0.5,63,0,3,0,0,0,0
0.5,64,0,1,0,0,0,0
0.5,65,0,2,0,0,0,0
0.5,66,0,0,0,0,0,0
0.5,67,0,2,0,0,0,0
0.5,68,0,0,0,0,0,0
0.5,69,0,0,0,0,0,0
0.5,70,0,1,0,0,0,0
0.5,71,2,5,0,0,0,0
0.5,72,0,2,0,0,0,0
0.75,0,0,1,0,0,0,0
0.75,1,0,1,0,0,0,0
0.75,2,0,0,0,0,0,0
0.75,3,0,3,0,0,0,0
0.75,4,1,1,0,0,0,0
0.75,5,1,1,0,0,0,0
0.75,6,0,3,0,0,0,0
0.75,7,1,2,0,0,0,0
0.75,8,0,1,0,0,0,0
0.75,9,0,0,0,0,0,0
0.75,10,0,1,0,0,0,0
0.75,11,1,3,0,0,0,0
0.75,12,0,1,0,0,0,0
0.75,13,0,1,0,0,0,0
0.75,14,1,3,0,0,0,0
0.75,15,1,2,0,0,0,0
0.75,16,0,1,0,0,0,0
0.75,17,0,3,0,0,0,0
0.75,18,0,0,0,0,0,0
0.75,19,0,0,0,0,0,0
0.75,20,0,0,0,0,0,0
0.75,21,0,1,0,0,0,0
0.75,22,0,1,0,0,0,0
0.75,23,0,0,0,0,0,0
0.75,24,0,0,0,0,0,0
0.75,25,0,0,0,0,0,0
0.75,26,0,1,0,0,0,0
0.75,27,0,0,0,0,0,0
0.75,28,0,0,0,0,0,0
0.75,29,1,4,0,0,0,0
0.75,30,0,1,0,0,0,0
0.75,31,0,2,0,0,0,0
0.75,32,0,1,0,0,0,0
0.75,33,1,2,0,0,0,0
0.75,34,0,3,0,0,0,0
0.75,35,0,3,0,0,0,0
0.75,36,1,5,0,0,0,0
0.75,37,0,0,0,0,0,0
0.75,38,0,1,0,0,0,0
0.75,39,0,1,0,0,0,0
0.75,40,0,0,0,0,0,0
0.75,41,2,6,0,0,0,0
0.75,42,0,1,0,0,0,0
0.75,43,0,2,0,0,0,0
0.75,44,0,2,0,0,0,0
0.75,45,0,0,0,0,0,0
0.75,46,0,1,0,0,0,0
0.75,47,0,0,0,0,0,0
0.75,48,0,1,0,0,0,0
0.75,49,1,3,0,0,0,0
0.75,50,0,0,0,0,0,0
0.75,51,0,0,0,0,0,0
0.75,52,0,1,0,0,0,0
0.75,53,0,0,0,0,0,0
0.75,54,0,2,0,0,0,0
0.75,55,0,2,0,0,0,0
0.75,56,0,1,0,0,0,0
0.75,57,0,1,0,0,0,0
0.75,58,0,1,0,0,0,0
0.75,59,0,3,0,0,0,0
0.75,60,1,2,0,0,0,0
0.75,61,0,0,0,0,0,0
0.75,62,0,2,0,0,0,0
0.75,63,0,3,0,0,0,0
0.75,64,0,1,0,0,0,0
0.75,65,0,2,0,0,0,0
0.75,66,0,0,0,0,0,0
0.75,67,0,2,0,0,0,0
0.75,68,0,0,0,0,0,0
0.75,69,0,0,0,0,0,0
0.75,70,0,1,0,0,0,0
0.75,71,3,5,0,0,0,0
0.75,72,0,2,0,0,0,0
1,0,0,1,0,0,0,0
1,1,0,1,0,0,0,0
1,2,0,0,0,0,0,0
1,3,0,4,0,0,0,0
1,4,1,6,0,0,0,0
1,5,1,1,0,0,0,0
1,6,0,3,0,0,0,0
1,7,1,2,0,0,0,0
1,8,0,1,0,0,0,0
1,9,0,0,0,0,0,0
1,10,0,1,0,0,0,0
1,11,1,3,0,0,0,0
1,12,0,2,0,0,0,0
1,13,0,1,0,0,0,0
1,14,1,3,0,0,0,0
1,15,1,2,0,0,0,0
1,16,0,1,0,0,0,0
1,17,0,3,0,0,0,0
1,18,0,0,0,0,0,0
1,19,0,0,0,0,0,0
1,20,0,0,0,0,0,0
1,21,0,1,0,0,0,0
1,22,0,1,0,0,0,0
1,23,0,0,0,0,0,0
1,24,0,0,0,0,0,0
1,25,0,0,0,0,0,0
1,26,0,1,0,0,0,0
1,27,0,0,0,0,0,0
1,28,0,0,0,0,0,0
1,29,0,4,0,0,0,0
1,30,0,1,0,0,0,0
1,31,0,2,0,0,0,0
1,32,0,1,0,0,0,0
1,33,1,3,0,0,0,0
1,34,0,3,0,0,0,0
1,35,0,3,0,0,0,0
1,36,1,5,0,0,0,0
1,37,0,0,0,0,0,0
1,38,0,1,0,0,0,0
1,39,0,1,0,0,0,0
1,40,0,0,0,0,0,0
1,41,2,6,0,0,0,0
1,42,0,1,0,0,0,0
1,43,0,2,0,0,0,0
1,44,0,2,0,0,0,0
1,45,0,0,0,0,0,0
1,46,0,1,0,0,0,0
1,47,0,0,0,0,0,0
1,48,1,1,0,0,0,0
1,49,1,3,0,0,0,0
1,50,0,0,0,0,0,0
1,51,0,0,0,0,0,0
1,52,1,1,0,0,0,0
1,53,0,0,0,0,0,0
1,54,0,3,0,0,0,0
1,55,0,2,0,0,0,0
1,56,0,1,0,0,0,0
1,57,1,1,0,0,0,0
1,58,0,1,0,0,0,0
1,59,0,3,0,0,0,0
1,60,1,2,0,0,0,0
1,61,0,0,0,0,0,0
1,62,0,2,0,0,0,0
1,63,0,3,0,0,0,0
1,64,0,1,0,0,0,0
1,65,0,2,0,0,0,0
1,66,0,0,0,0,0,0
1,67,0,2,0,0,0,0
1,68,0,0,0,0,0,0
1,69,0,0,0,0,0,0
1,70,1,1,0,0,0,0
1,71,3,7,0,0,0,0
1,72,0,2,0,0,0,0
1.25,0,0,1,0,0,0,0
1.25,1,0,1,0,0,0,0
1.25,2,0,0,0,0,0,0
1.25,3,0,4,0,0,0,0
1.25,4,1,6,0,0,0,0
1.25,5,1,1,0,0,0,0
1.25,6,0,3,0,0,0,0
1.25,7,1,3,0,0,0,0
1.25,8,0,1,0,0,0,0
1.25,9,0,0,0,0,0,0
1.25,10,1,1,0,0,0,0
1.25,11,1,3,0,0,0,0
1.25,12,0,2,0,0,0,0
1.25,13,0,1,0,0,0,0
1.25,14,1,3,0,0,0,0
1.25,15,1,3,0,0,0,0
1.25,16,0,1,0,0,0,0
1.25,17,0,4,0,0,0,0
1.25,18,0,0,0,0,0,0
1.25,19,0,0,0,0,0,0
1.25,20,0,0,0,0,0,0
1.25,21,0,1,0,0,0,0
1.25,22,0,1,0,0,0,0
1.25,23,0,0,0,0,0,0
1.25,24,0,0,0,0,0,0
1.25,25,0,0,0,0,0,0
1.25,26,0,1,0,0,0,0
1.25,27,0,0,0,0,0,0
1.25,28,0,0,0,0,0,0
1.25,29,0,5,0,0,0,0
1.25,30,1,1,0,0,0,0
1.25,31,0,2,0,0,0,0
1.25,32,0,1,0,0,0,0
1.25,33,1,3,0,0,0,0
1.25,34,0,3,0,0,0,0
1.25,35,0,3,0,0,0,0
1.25,36,1,6,0,0,0,0
1.25,37,0,1,0,0,0,0
1.25,38,0,1,0,0,0,0
1.25,39,0,2,0,0,0,0
1.25,40,0,0,0,0,0,0
1.25,41,2,9,0,0,0,0
1.25,42,0,1,0,0,0,0
1.25,43,0,2,0,0,0,0
1.25,44,0,2,0,0,0,0
1.25,45,0,0,0,0,0,0
1.25,46,0,1,0,0,0,0
1.25,47,0,0,0,0,0,0
1.25,48,1,1,0,0,0,0
1.25,49,2,3,0,0,0,0
1.25,50,0,0,0,0,0,0
1.25,51,0,0,0,0,0,0
1.25,52,1,1,0,0,0,0
1.25,53,0,0,0,0,0,0
1.25,54,0,3,0,0,0,0
1.25,55,0,2,0,0,0,0
1.25,56,0,1,0,0,0,0
1.25,57,1,1,0,0,0,0
1.25,58,0,1,0,0,0,0
1.25,59,0,4,0,0,0,0
1.25,60,1,2,0,0,0,0
1.25,61,0,0,0,0,0,0
1.25,62,0,2,0,0,0,0
1.25,63,0,3,0,0,0,0
1.25,64,0,1,0,0,0,0
1.25,65,0,2,0,0,0,0
1.25,66,0,0,0,0,0,0
1.25,67,0,2,0,0,0,0
1.25,68,0,0,0,0,0,0
1.25,69,0,0,0,0,0,0
1.25,70,1,2,0,0,0,0
1.25,71,2,13,0,0,0,0
1.25,72,0,2,0,0,0,0
1.5,0,0,1,0,0,0,0
1.5,1,0,1,0,0,0,0
1.5,2,0,0,0,0,0,0
1.5,3,0,4,0,0,0,0
1.5,4,1,6,0,0,0,0
1.5,5,1,1,0,0,0,0
1.5,6,0,3,0,0,0,0
1.5,7,1,3,0,0,0,0
1.5,8,0,1,0,0,0,0
1.5,9,0,0,0,0,0,0
1.5,10,1,1,0,0,0,0
1.5,11,1,3,0,0,0,0
1.5,12,0,2,0,0,0,0
1.5,13,0,1,0,0,0,0
1.5,14,1,3,0,0,0,0
1.5,15,1,3,0,0,0,0
1.5,16,1,1,0,0,0,0
1.5,17,0,4,0,0,0,0
1.5,18,0,0,0,0,0,0
1.5,19,0,0,0,0,0,0
1.5,20,0,0,0,0,0,0
1.5,21,0,2,0,0,0,0
1.5,22,0,1,0,0,0,0
1.5,23,0,0,0,0,0,0
1.5,24,0,0,0,0,0,0
1.5,25,0,0,0,0,0,0
1.5,26,0,1,0,0,0,0
1.5,27,0,0,0,0,0,0
1.5,28,0,0,0,0,0,0
1.5,29,0,5,0,0,0,0
1.5,30,0,1,0,0,0,0
1.5,31,0,2,0,0,0,0
1.5,32,0,1,0,0,0,0
1.5,33,1,3,0,0,0,0
1.5,34,0,3,0,0,0,0
1.5,35,1,3,0,0,0,0
1.5,36,2,6,0,0,0,0
1.5,37,0,1,0,0,0,0
1.5,38,0,1,0,0,0,0
1.5,39,0,2,0,0,0,0
1.5,40,0,0,0,0,0,0
1.5,41,3,11,0,0,0,0
1.5,42,1,1,0,0,0,0
1.5,43,1,2,0,0,0,0
1.5,44,0,2,0,0,0,0
1.5,45,0,0,0,0,0,0
1.5,46,1,1,0,0,0,0
1.5,47,0,0,0,0,0,0
1.5,48,0,1,0,0,0,0
1.5,49,2,3,0,0,0,0
1.5,50,0,0,0,0,0,0
1.5,51,0,2,0,0,0,0
1.5,52,1,2,0,0,0,0
1.5,53,0,0,0,0,0,0
1.5,54,0,3,0,0,0,0
1.5,55,0,2,0,0,0,0
1.5,56,0,1,0,0,0,0
1.5,57,1,3,0,0,0,0
1.5,58,0,1,0,0,0,0
1.5,59,0,5,0,0,0,0
1.5,60,0,2,0,0,0,0
1.5,61,0,0,0,0,0,0
1.5,62,0,2,0,0,0,0
1.5,63,0,3,0,0,0,0
1.5,64,0,1,0,0,0,0
1.5,65,1,2,0,0,0,0
1.5,66,0,1,0,0,0,0
1.5,67,1,2,0,0,0,0
1.5,68,0,0,0,0,0,0
1.5,69,0,0,0,0,0,0
1.5,70,1,2,0,0,0,0
1.5,71,3,13,0,0,0,0
1.5,72,1,2,0,0,0,0
1.75,0,0,1,0,0,0,0
1.75,1,0,1,0,0,0,0
1.75,2,0,0,0,0,0,0
1.75,3,0,4,0,0,0,0
1.75,4,1,6,0,0,0,0
1.75,5,1,2,0,0,0,0
1.75,6,1,3,0,0,0,0
1.75,7,1,3,0,0,0,0
1.75,8,0,1,0,0,0,0
1.75,9,0,0,0,0,0,0
1.75,10,1,1,0,0,0,0
1.75,11,1,3,0,0,0,0
1.75,12,0,2,0,0,0,0
1.75,13,0,1,0,0,0,0
1.75,14,1,3,0,0,0,0
1.75,15,1,4,0,0,0,0
1.75,16,1,1,0,0,0,0
1.75,17,0,4,0,0,0,0
1.75,18,0,0,0,0,0,0
1.75,19,0,1,0,0,0,0
1.75,20,0,0,0,0,0,0
1.75,21,0,2,0,0,0,0
1.75,22,0,1,0,0,0,0
1.75,23,0,0,0,0,0,0
1.75,24,0,0,0,0,0,0
1.75,25,0,0,0,0,0,0
1.75,26,0,1,0,0,0,0
1.75,27,0,0,0,0,0,0
1.75,28,0,0,0,0,0,0
1.75,29,0,5,0,0,0,0
1.75,30,0,1,0,0,0,0
1.75,31,0,2,0,0,0,0
1.75,32,0,1,0,0,0,0
1.75,33,1,4,0,0,0,0
1.75,34,0,3,0,0,0,0
1.75,35,1,3,0,0,0,0
1.75,36,3,6,0,0,0,0
1.75,37,0,1,0,0,0,0
1.75,38,0,1,0,0,0,0
1.75,39,0,2,0,0,0,0
1.75,40,0,0,0,0,0,0
1.75,41,4,12,0,0,0,0
1.75,42,1,1,0,0,0,0
1.75,43,0,2,0,0,0,0
1.75,44,1,2,0,0,0,0
1.75,45,0,0,0,0,0,0
1.75,46,1,1,0,0,0,0
1.75,47,0,1,0,0,0,0
1.75,48,0,1,0,0,0,0
1.75,49,2,4,0,0,0,0
1.75,50,0,0,0,0,0,0
1.75,51,0,2,0,0,0,0
1.75,52,1,2,0,0,0,0
1.75,53,0,0,0,0,0,0
1.75,54,0,3,0,0,0,0
1.75,55,0,2,0,0,0,0
1.75,56,0,1,0,0,0,0
1.75,57,1,5,0,0,0,0
1.75,58,0,1,0,0,0,0
1.75,59,0,5,0,0,0,0
1.75,60,0,2,0,0,0,0
1.75,61,0,1,0,0,0,0
1.75,62,0,2,0,0,0,0
1.75,63,1,3,0,0,0,0
1.75,64,0,1,0,0,0,0
1.75,65,1,2,0,0,0,0
1.75,66,0,1,0,0,0,0
1.75,67,1,3,0,0,0,0
1.75,68,0,0,0,0,0,0
1.75,69,0,0,0,0,0,0
1.75,70,1,2,0,0,0,0
1.75,71,3,13,0,0,0,0
1.75,72,1,2,0,0,0,0
2,0,0,2,0,0,0,0
2,1,0,1,0,0,0,0
2,2,0,0,0,0,0,0
2,3,1,4,0,0,0,0
2,4,2,6,0,0,0,0
2,5,1,4,0,0,0,0
2,6,0,3,0,0,0,0
2,7,0,4,0,0,0,0
2,8,1,1,0,0,0,0
2,9,0,1,0,0,0,0
2,10,1,1,0,0,0,0
2,11,1,3,0,0,0,0
2,12,0,2,0,0,0,0
2,13,0,2,0,0,0,0
2,14,1,3,0,0,0,0
2,15,1,4,0,0,0,0
2,16,1,3,0,0,0,0
2,17,0,5,0,0,0,0
2,18,0,1,0,0,0,0
2,19,0,1,0,0,0,0
2,20,0,1,0,0,0,0
2,21,0,3,0,0,0,0
2,22,0,1,0,0,0,0
2,23,0,0,0,0,0,0
2,24,0,0,0,0,0,0
2,25,0,0,0,0,0,0
2,26,0,1,0,0,0,0
2,27,0,0,0,0,0,0
2,28,0,0,0,0,0,0
2,29,0,5,0,0,0,0
2,30,0,1,0,0,0,0
2,31,0,3,0,0,0,0
2,32,0,1,0,0,0,0
2,33,1,4,0,0,0,0
2,34,0,3,0,0,0,0
2,35,1,3,0,0,0,0
2,36,3,6,0,0,0,0
2,37,0,1,0,0,0,0
2,38,0,1,0,0,0,0
2,39,0,3,0,0,0,0
2,40,0,0,0,0,0,0
2,41,4,12,0,0,0,0
2,42,1,1,0,0,0,0
2,43,0,2,0,0,0,0
2,44,1,2,0,0,0,0
2,45,0,0,0,0,0,0
2,46,0,2,0,0,0,0
2,47,0,1,0,0,0,0
2,48,0,1,0,0,0,0
2,49,2,4,0,0,0,0
2,50,0,1,0,0,0,0
2,51,0,2,0,0,0,0
2,52,1,3,0,0,0,0
2,53,0,0,0,0,0,0
2,54,0,3,0,0,0,0
2,55,0,3,0,0,0,0
2,56,0,2,0,0,0,0
2,57,1,5,0,0,0,0
2,58,0,1,0,0,0,0
2,59,0,5,0,0,0,0
2,60,0,2,0,0,0,0
2,61,0,1,0,0,0,0
2,62,0,2,0,0,0,0
2,63,1,3,0,0,0,0
2,64,0,1,0,0,0,0
2,65,1,5,0,0,0,0
2,66,0,1,0,0,0,0
2,67,2,5,0,0,0,0
2,68,0,0,0,0,0,0
2,69,0,2,0,0,0,0
2,70,1,3,0,0,0,0
2,71,3,14,0,0,0,0
2,72,1,2,0,0,0,0
2.25,0,0,2,0,0,0,0
2.25,1,0,1,0,0,0,0
2.25,2,0,0,0,0,0,0
2.25,3,1,4,0,0,0,0
2.25,4,2,6,0,0,0,0
2.25,5,1,4,0,0,0,0
2.25,6,0,3,0,0,0,0
2.25,7,0,4,0,0,0,0
2.25,8,1,1,0,0,0,0
2.25,9,0,1,0,0,0,0
2.25,10,1,2,0,0,0,0
2.25,11,1,3,0,0,0,0
2.25,12,0,3,0,0,0,0
2.25,13,0,2,0,0,0,0
2.25,14,1,3,0,0,0,0
2.25,15,1,4,0,0,0,0
2.25,16,1,3,0,0,0,0
2.25,17,0,5,0,0,0,0
2.25,18,0,1,0,0,0,0
2.25,19,0,1,0,0,0,0
2.25,20,0,2,0,0,0,0
2.25,21,0,4,0,0,0,0
2.25,22,0,1,0,0,0,0
2.25,23,0,0,0,0,0,0
2.25,24,0,0,0,0,0,0
2.25,25,0,0,0,0,0,0
2.25,26,0,1,0,0,0,0
2.25,27,0,0,0,0,0,0
2.25,28,0,0,0,0,0,0
2.25,29,0,5,0,0,0,0
2.25,30,0,1,0,0,0,0
2.25,31,0,3,0,0,0,0
2.25,32,0,2,0,0,0,0
2.25,33,1,4,0,0,0,0
2.25,34,1,4,0,0,0,0
2.25,35,1,4,0,0,0,0
2.25,36,3,6,0,0,0,0
2.25,37,0,1,0,0,0,0
2.25,38,1,1,0,0,0,0
2.25,39,0,3,0,0,0,0
2.25,40,0,0,0,0,0,0
2.25,41,3,13,0,0,0,0
2.25,42,1,1,0,0,0,0
2.25,43,0,2,0,0,0,0
2.25,44,2,3,0,0,0,0
2.25,45,0,0,0,0,0,0
2.25,46,0,2,0,0,0,0
2.25,47,0,1,0,0,0,0
2.25,48,0,1,0,0,0,0
2.25,49,2,4,0,0,0,0
2.25,50,0,1,0,0,0,0
2.25,51,0,2,0,0,0,0
2.25,52,1,3,0,0,0,0
2.25,53,0,0,0,0,0,0
2.25,54,0,3,0,0,0,0
2.25,55,0,3,0,0,0,0
2.25,56,0,2,0,0,0,0
2.25,57,1,6,0,0,0,0
2.25,58,0,1,0,0,0,0
2.25,59,0,5,0,0,0,0
2.25,60,0,2,0,0,0,0
2.25,61,0,1,0,0,0,0
2.25,62,0,3,0,0,0,0
2.25,63,1,4,0,0,0,0
2.25,64,0,2,0,0,0,0
2.25,65,1,5,0,0,0,0
2.25,66,0,1,0,0,0,0
2.25,67,1,5,0,0,0,0
2.25,68,0,1,0,0,0,0
2.25,69,0,2,0,0,0,0
2.25,70,1,3,0,0,0,0
2.25,71,3,15,0,0,0,0
2.25,72,1,4,0,0,0,0
2.5,0,1,2,0,0,0,0
2.5,1,0,1,0,0,0,0
2.5,2,0,0,0,0,0,0
2.5,3,1,6,0,0,0,0
2.5,4,3,6,0,0,0,0
2.5,5,1,7,0,0,0,0
2.5,6,0,3,0,0,0,0
2.5,7,1,4,0,0,0,0
2.5,8,1,1,0,0,0,0
2.5,9,0,1,0,0,0,0
2.5,10,1,2,0,0,0,0
2.5,11,1,4,0,0,0,0
2.5,12,0,3,0,0,0,0
2.5,13,0,2,0,0,0,0
2.5,14,1,3,0,0,0,0
2.5,15,2,4,0,0,0,0
2.5,16,1,3,0,0,0,0
2.5,17,0,5,0,0,0,0
2.5,18,0,2,0,0,0,0
2.5,19,0,1,0,0,0,0
2.5,20,0,2,0,0,0,0
2.5,21,0,6,0,0,0,0
2.5,22,0,1,0,0,0,0
2.5,23,0,0,0,0,0,0
2.5,24,0,0,0,0,0,0
2.5,25,0,0,0,0,0,0
2.5,26,0,2,0,0,0,0
2.5,27,0,0,0,0,0,0
2.5,28,0,0,0,0,0,0
2.5,29,0,6,0,0,0,0
2.5,30,0,2,0,0,0,0
2.5,31,0,3,0,0,0,0
2.5,32,0,2,0,0,0,0
2.5,33,1,4,0,0,0,0
2.5,34,2,4,0,0,0,0
2.5,35,1,4,0,0,0,0
2.5,36,3,6,0,0,0,0
2.5,37,0,1,0,0,0,0
2.5,38,1,1,0,0,0,0
2.5,39,0,4,0,0,0,0
2.5,40,0,0,0,0,0,0
2.5,41,3,14,0,0,0,0
2.5,42,1,1,0,0,0,0
2.5,43,0,2,0,0,0,0
2.5,44,2,4,0,0,0,0
2.5,45,0,0,0,0,0,0
2.5,46,0,2,0,0,0,0
2.5,47,0,1,0,0,0,0
2.5,48,0,1,0,0,0,0
2.5,49,2,5,0,0,0,0
2.5,50,0,1,0,0,0,0
2.5,51,0,2,0,0,0,0
2.5,52,1,3,0,0,0,0
2.5,53,0,0,0,0,0,0
2.5,54,0,3,0,0,0,0
2.5,55,1,3,0,0,0,0
2.5,56,0,2,0,0,0,0
2.5,57,1,6,0,0,0,0
2.5,58,0,1,0,0,0,0
2.5,59,0,5,0,0,0,0
2.5,60,0,2,0,0,0,0
2.5,61,0,1,0,0,0,0
2.5,62,0,3,0,0,0,0
2.5,63,2,4,0,0,0,0
2.5,64,0,2,0,0,0,0
2.5,65,1,5,0,0,0,0
2.5,66,0,1,0,0,0,0
2.5,67,1,5,0,0,0,0
